충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
별내동행정복지센터,외부주차장,경기도,연중무휴,00:00,23:59,N,Y,,0,2,Y,경기도 남양주시 별내3로 64-21,경기도 남양주시 별내동 1028번지,환경부한충전,,37.6461674073,127.1218816736,2020-01-30
별내동이마트,내부주차장,경기도,"매월2,4주 수요일",10:00,23:00,Y,N,,1,0,Y,경기도 남양주시 순화궁로 167,경기도 남양주시 별내동 989번지,포스코,,37.6428114556,127.1259687922,2020-01-30
이마트 진접점,내부주차장,경기도,"매월2,4주 수요일",10:00,23:00,N,Y,,0,1,Y,경기도 남양주시 진접읍 금강로유연들1길 154,경기도 남양주시 진접읍 연평리 101-14번지,한국전력,,37.7088304239,127.1820304882,2020-01-30
화도 제2공영주차장,외부주차장,경기도,연중무휴,00:00,23:59,N,Y,,0,1,Y,,경기도 남양주시 화도읍 마석우리 338-1,환경부,,37.65314135,127.3017173,2020-01-30
화도 제7공영주차장,외부주차장,경기도,연중무휴,00:00,23:59,Y,Y,,1,1,Y,,경기도 남양주시 화도읍 창현리 734,한충전,,37.65086471,127.3036240270,2020-01-30
진건·퇴계원행정복지센터,외부주차장,경기도,연중무휴,00:00,23:59,N,Y,,0,1,Y,경기도 남양주시 진건읍 진건오남로 41-19,경기도 남양주시 진건읍 사능리 645-1번지,지엔텔,,37.65460648,127.1776870173,2020-01-30
오남체육문화센터,외부주차장,경기도,연중무휴,00:00,23:59,Y,Y,,1,1,Y,경기도 남양주시 오남읍 진건오남로577번길 11,경기도 남양주시 오남읍 오남리 538-1번지,지엔텔,,37.6848687401,127.2098426820,2020-01-30
와부읍 제3공영주차장,외부주차장,경기도,연중무휴,00:00,23:59,N,Y,,0,1,Y,경기도 남양주시 와부읍 덕소로 237,경기도 남양주시 와부읍 도곡리 1024-2번지,환경부,,37.5796319192,127.2226566662,2020-01-30
송내4공용주차장,평생교육원 옆 송내4공영주차장 주차장 내,경기도,연중무휴,00:00,24:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,경기도 동두천시 중앙로 110-18,경기도 동두천시 지행동 722-1번지,시그넷ev,031-994-6115,37.8908201,127.0530618,2020-08-03
보산동행정복지센터,보산동행정복지센터 주차장 내,경기도,연중무휴,09:00,18:00,Y,N,AC3상,1,0,N,경기도 동두천시 싸리말로 28,경기도 동두천시 보산동 314-5번지,에버온,1661-7766,37.9176031,127.0612905,2020-08-03
상패동행정복지센터,상패동행정복지센터 주차장 내,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 동두천시 어수로 8,경기도 동두천시 상패동 122-2번지,시그넷ev,031-994-6115,37.9053359,127.0442541,2020-08-03
소요동행정복지센터,소요동행정복지센터 주차장 내,경기도,연중무휴,09:00,18:00,Y,N,AC3상,1,0,N,경기도 동두천시 평화로 2706,경기도 동두천시 동두천동 262번지,에버온,1661-7766,37.9294244,127.0572864,2020-08-03
생연1동행정복지센터,생연1동행정복지센터 주차장 내,경기도,연중무휴,09:00,18:00,Y,N,AC3상,1,0,N,경기도 동두천시 장고갯로 140,경기도 동두천시 생연동 215-1번지,포스코ICT,1600-4047,37.9073701,127.0658805,2020-08-03
중앙동행정복지센터,중앙동행정복지센터 주차장 내,경기도,연중무휴,09:00,18:00,Y,N,AC3상,1,0,N,경기도 동두천시 생연로 172,경기도 동두천시 생연동 587-16번지,에버온,1661-7766,37.9077377,127.0531418,2020-08-03
동두천시청,동두천시청 주차장 내,경기도,연중무휴,00:00,24:00,Y,Y,DC차데모+AC3상+DC콤보,1,1,N,경기도 동두천시 방죽로 23,경기도 동두천시 생연동 438번지,한국전기자동차충전서비스,1522-1782,37.9035141,127.0611557,2020-08-03
생연2동행정복지센터,생연2동행정복지센터 주차장 내,경기도,연중무휴,00:00,24:00,Y,N,AC3상,1,0,N,경기도 동두천시 생연로 95,경기도 동두천시 생연동 810-5번지,한국전기자동차충전서비스,1522-1782,37.9012179,127.0499055,2020-08-03
소요산축산물브랜드육타운 공영주차장,소요산축산물브랜드육타운 공영주차장 내,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 동두천시 평화로2910번길 30,경기도 동두천시 상봉암동 10-4번지,한국자동차환경협회,1661-9408,37.9458362,127.0644254,2020-08-03
롯데마트,롯데마트 주차장 내,경기도,연중무휴,10:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 동두천시 평화로2169번길 21,경기도 동두천시 송내동 551번지,한국자동차환경협회,1661-9408,37.8809452,127.0531383,2020-08-03
한국전력동두천지사,한국전력동두천지사 주차장 내,경기도,연중무휴,06:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 동두천시 평화로 2262,경기도 동두천시 지행동 476-2번지,한국전력(경기북주지역본부),1899-2100,37.8894933,127.0573865,2020-08-03
위브더스테이트2단지,경기도 부천시 중동 1107번지 위브더스테이트,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 중동 1107번지 위브더스테이트,경기도 부천시 중동 1107번지 위브더스테이트,케이티,,37.50065755,126.7780964,2022-10-17
위브더스테이트6단지,경기도 부천시 중동 1111번지 위브더스테이트,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 중동 1111번지 위브더스테이트,경기도 부천시 중동 1111번지 위브더스테이트,케이티,,37.49875879,126.7786011,2022-10-17
꿈마을건영아파트,경기도 부천시 중동 1102번지 꿈마을서안아파트,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 중동 1102번지 꿈마을서안아파트,경기도 부천시 중동 1102번지 꿈마을서안아파트,케이티,,37.49895353,126.780975,2022-10-17
부천더휴제이드카운티일단지,경기도 부천시 옥길동 742-1번지 제이드카운티1단지 상가동,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 양지로 234-10,경기도 부천시 옥길동 742-1번지 제이드카운티1단지 상가동,케이티,,37.46590671,126.826298,2022-10-17
소사주공1단지아파트,경기도 부천시 소사본동 401-3번지 소사주공1단지아파트 상가,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 소사로78번길 70,경기도 부천시 소사본동 401-3번지 소사주공1단지아파트 상가,케이티,,37.46730162,126.8026171,2022-10-17
삼익아파트,경기도 부천시 상동 395번지 반달마을삼익아파트,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 상동 395번지 반달마을삼익아파트,경기도 부천시 상동 395번지 반달마을삼익아파트,케이티,,37.49310373,126.7519361,2022-10-17
부천오정경찰서,경기도 부천시 여월동 304번지 부천시 여월동,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,,N,경기도 부천시 소사로 631,경기도 부천시 여월동 304번지 부천시 여월동,에스트래픽,,37.51451862,126.8002883,2022-10-17
부천원미경찰서,경기도 부천시 중동 1105번지 부천시 중동,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,,N,경기도 부천시 조마루로311번길 84,경기도 부천시 중동 1105번지 부천시 중동,에스트래픽,,37.50246459,126.7773323,2022-10-17
이마트 중동점,경기도 부천시 중동 1157번지 2층 주차장 D구역,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+DC콤보,,,N,경기도 부천시 석천로 188,경기도 부천시 중동 1157번지 2층 주차장 D구역,에스트래픽,,37.50406751,126.7639551,2022-10-17
송내역 파인푸르지오 2단지,경기도 부천시 송내동 315-3번지 송내역파인푸르지오 2단지(315-3 송내역파인푸르지오 2단지),경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 송내대로 14,경기도 부천시 송내동 315-3번지 송내역파인푸르지오 2단지(315-3 송내역파인푸르지오 2단지),대영채비,,37.48450777,126.7538202,2022-10-17
부천시 오정레포츠센터,경기도 부천시 오정동 782번지 지상1층주차장,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 오정동 782번지 지상1층주차장,경기도 부천시 오정동 782번지 지상1층주차장,지엔텔,,37.52874345,126.7944966,2022-10-17
마리호텔,경기도 부천시 원종동 272-1번지 호텔내 1층 주차장,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 소사로776번길 48,경기도 부천시 원종동 272-1번지 호텔내 1층 주차장,지엔텔,,37.52521536,126.8075558,2022-10-17
부천시보건소,경기도 부천시 중동 1119번지,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 옥산로10번길 16,경기도 부천시 중동 1119번지,한국전기차충전서비스,,37.49426645,126.7809634,2022-10-17
부천시청 주차장,경기도 부천시 중동 1156번지,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,,N,경기도 부천시 중동 1156번지,경기도 부천시 중동 1156번지,한국전기차충전서비스,,37.50358046,126.7653515,2022-10-17
위브더스테이트8단지,경기도 부천시 중동 1112번지 위브더스테이트 지하4층 중간,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 신흥로 150-1,경기도 부천시 중동 1112번지 위브더스테이트 지하4층 중간,케이티,,37.49748997,126.7789414,2022-10-17
부천범박힐스테이트2단지,경기도 부천시 범박동 153-2번지 부천범박힐스테이트2단지,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 범박동 153-2번지 부천범박힐스테이트2단지,경기도 부천시 범박동 153-2번지 부천범박힐스테이트2단지,케이티,,37.47509324,126.8078828,2022-10-17
부천시_상동행정복지센터,경기도 부천시 상동 557-7번지,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 조마루로 95,경기도 부천시 상동 557-7번지,한국전기차충전서비스,,37.50063466,126.754101,2022-10-17
부천시 순천향대 부천병원,경기도 부천시 중동 1174번지 타워주차장 1층,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,,N,경기도 부천시 조마루로 170,경기도 부천시 중동 1174번지 타워주차장 1층,차지비,,37.4983685,126.7621105,2022-10-17
오정어울마당,경기도 부천시 오정동 129 지상주차장 입구 왼쪽,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,,N,경기도 부천시 성오로 172,경기도 부천시 오정동 129 지상주차장 입구 왼쪽,환경부(한국자동차환경협회),,37.52834699,126.7960282,2022-10-17
부천시_신흥동주민센터,경기도 부천시 내동 10-2번지,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 내동 10-2번지,경기도 부천시 내동 10-2번지,한국전기차충전서비스,,37.51994632,126.7736783,2022-10-17
부천종합운동장 2,경기도 부천시 춘의동 8번지,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 소사로 482,경기도 부천시 춘의동 8번지,한국전기차충전서비스,,37.5025683,126.7990308,2022-10-17
부천시_역곡1동주민센터,경기도 부천시 역곡동 225-29번지,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 부일로791번길 14,경기도 부천시 역곡동 225-29번지,한국전기차충전서비스,,37.48925066,126.8166884,2022-10-17
서부천서비스㈜,경기도 부천시 삼정동 198번지,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+DC콤보,,,N,경기도 부천시 신흥로413번길 18,경기도 부천시 삼정동 198번지,기아자동차,,37.52087002,126.7743823,2022-10-17
부천시 부천자연생태공원,경기도 부천시 춘의동 381번지 지상1층주차장(부천시 춘의동381 지상1층주차장),경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,,N,경기도 부천시 길주로 660,경기도 부천시 춘의동 381번지 지상1층주차장(부천시 춘의동381 지상1층주차장),지엔텔,,37.50512683,126.8157178,2022-10-17
물박물관,경기도 부천시 작동 산60-8번지,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 길주로 691,경기도 부천시 작동 산60-8번지,한국전기차충전서비스,,37.50729207,126.8192658,2022-10-17
부천시_도당동주민센터,경기도 부천시 도당동 35-3번지,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 평천로849번길 26-7,경기도 부천시 도당동 35-3번지,한국전기차충전서비스,,37.51630751,126.7859345,2022-10-17
부천시_역곡3동주민센터,경기도 부천시 괴안동 108-1번지,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 부광로8번길 53,경기도 부천시 괴안동 108-1번지,한국전기차충전서비스,,37.48257914,126.8102229,2022-10-17
부천체육관,경기도 부천시 중동 1024번지,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,,N,경기도 부천시 석천로 293,경기도 부천시 중동 1024번지,한국전기차충전서비스,,37.51275623,126.7639151,2022-10-17
부천시 부천종합운동장,경기도 부천시 춘의동 8번지 지상1층주차장(정문 오른쪽)(부천시 춘의동8 지상1층주차장(정문 오른쪽)),경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,,N,경기도 부천시 소사로 482,경기도 부천시 춘의동 8번지 지상1층주차장(정문 오른쪽)(부천시 춘의동8 지상1층주차장(정문 오른쪽)),지엔텔,,37.5025683,126.7990308,2022-10-17
부천시 교통정보센터,경기도 부천시 중동 1089번지,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 옥산로 92,경기도 부천시 중동 1089번지,한국전기차충전서비스,,37.50189024,126.7806979,2022-10-17
이마트 중동점,경기도 부천시 중동 1157번지 지상주차장 2층 D구역 창고 오른쪽,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상,,,N,경기도 부천시 석천로 188,경기도 부천시 중동 1157번지 지상주차장 2층 D구역 창고 오른쪽,환경부(한국자동차환경협회),,37.50406751,126.7639551,2022-10-17
송내역파인푸르지오 1단지,경기도 부천시 송내동 315번지 송내역파인푸르지오 1단지,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 송내동 315번지 송내역파인푸르지오 1단지,경기도 부천시 송내동 315번지 송내역파인푸르지오 1단지,대영채비,,37.48581049,126.7545764,2022-10-17
부천큰사랑요양병원,경기도 부천시 심곡동 93-1번지 부천큰사랑요양병원,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 부흥로373번길 78,경기도 부천시 심곡동 93-1번지 부천큰사랑요양병원,에버온,,37.49497465,126.7847802,2022-10-17
오정동행정복지센터,경기도 부천시 오정동 129번지 오정동행정복지센터,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 성오로 172,경기도 부천시 오정동 129번지 오정동행정복지센터,에버온,,37.52834699,126.7960282,2022-10-17
부천소풍터미널,경기도 부천시 상동 539-1번지 부천소풍터미널,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 송내대로 239,경기도 부천시 상동 539-1번지 부천소풍터미널,에버온,,37.50417525,126.7566906,2022-10-17
옥길주유소,경기도 부천시 옥길동 767-2번지 주유소 입구 부근,경기도,연중무휴,00:00,24:00,N,Y,DC콤보,,,N,경기도 부천시 옥길로 6,경기도 부천시 옥길동 767-2번지 주유소 입구 부근,GS칼텍스,,37.46046406,126.8140331,2022-10-17
오정산업단지 공영주차장,경기도 부천시 오정동 759번지,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,,N,경기도 부천시 산업로7번길 64,경기도 부천시 오정동 759번지,한국전기차충전서비스,,37.53061649,126.779279,2022-10-17
부천지사,경기도 부천시 도당동 185-148번지,경기도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,,,N,경기도 부천시 부천로264번길 4,경기도 부천시 도당동 185-148번지,한국전력,,37.50701102,126.7863209,2022-10-17
부천시_범박동주민센터,경기도 부천시 범박동 155-4번지,경기도,연중무휴,00:00,24:00,Y,N,AC완속,,,N,경기도 부천시 범안로129번길 17,경기도 부천시 범박동 155-4번지,한국전기차충전서비스,,37.47058822,126.8097224,2022-10-17
